"구분(1)",구분(2),구분(3),구분(4),2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12
"도시대기",서울,중구,중구,33,32,39,17,23,16,18,16,12,15,20,31
"도시대기",서울,종로구,종로구,33,31,39,17,23,15,17,17,13,16,20,32
"도시대기",서울,중랑구,중랑구,36,35,43,18,27,18,17,15,9*,12**,16,23
"도시대기",서울,동대문구,동대문구,42,39,43,16,23,16,19,17,10*,13**,18,27
"도시대기",서울,은평구,은평구,33,31,42,21,30,22,21,18,14,16,18,24
"도시대기",서울,마포구,마포구,38,36,48,25,35,26,19,15,10*,17**,20,28
"도시대기",서울,영등포구,영등포구,43,40,55,29,38,26,22,17,14,17,21,25
"도시대기",서울,동작구,동작구,40,39,46,19,27,18,22,20,12,17,24,32
"도시대기",서울,관악구,관악구,42,39,50,26,34,23,14,13,-,15**,20,27
"도시대기",서울,강남구,강남구,43,41,47,18,26,16,18,16,11*,14,19,28
"도시대기",서울,금천구,금천구,40,37,42,19,26,18,18,16,12,16,21,31
"도시대기",서울,강동구,강동구,42,39,44,19,27,18,19,18,13,17,25,36
"도시대기",서울,강북구,강북구,39,35,42,16,25,17,19,17,13,18,21,31
"도시대기",서울,성북구,성북구,32,30,36,18,29,19,15,15,10,14,16,27
"도시대기",서울,용산구,용산구,35,36,45,17,26,16,20,18,11,14,18,30
"도시대기",서울,광진구,광진구,37,35,46,24,34,25,22,19,15,17,20,23
"도시대기",서울,성동구,성동구,41,40,51,23,30,22,20,12,11,14,20,27
"도시대기",서울,도봉구,도봉구,36,33,43,19,28,17,14,11,9,13,17,25
"도시대기",서울,서대문구,서대문구,39,36,47,23,31,21,17,10,7,12,14,21
"도시대기",서울,구로구,구로구,30,29,44,23,36,23,18,14,8,11,24,28
"도시대기",서울,서초구,서초구,30,31,48,26,35,25,20,16,11,13,22,30
"도시대기",서울,강서구,강서구,37,35,46,19,27,18,21,19,14,18,24,30
"도시대기",서울,송파구,송파구,37,32,41,24,31,20,16,13,11,15,17,22
"도시대기",서울,양천구,양천구,40,37,47,20,27,18,20,19,13,18,23,32
"도시대기",서울,노원구,노원구,42,38,45,20,27,18,20,18,13,17,22,32
"도시대기",부산,중구,광복동,29,31,33,21,28,24,21,21,16,14,16,19
"도시대기",부산,남구,대연동,23,23,25,16,22,18,14,16,11,10,14,19
"도시대기",부산,사상구,학장동,41,38,40,26,30,23,21,22,16,16,21,31
"도시대기",부산,사상구,덕포동,33,29,31,21,26,21,16,19,13,13,20,29
"도시대기",부산,북구,덕천동,32,31,33,25,26,24,21,21,14,14,20,27
"도시대기",부산,사하구,장림동,38,35,35,25,32,25,22,23,17,19,24,31
"도시대기",부산,사하구,당리동,-,-,-,-,-,-,14,15,9,10,15,24
"도시대기",부산,부산진구,전포동,29,27,28,16,21,15,15,16,9,9,16,24
"도시대기",부산,부산진구,개금동,-,-,-,-,-,-,12,16,10,11,18,28
"도시대기",부산,연제구,연산동,28,29,30,20,26,22,14,16,11,11,15,20
"도시대기",부산,영도구,태종대,26,27,30,21,20,17,14,17,12,12,14,17
"도시대기",부산,금정구,청룡동,26,28,29,20,24,22,20,20,14,11,15,20
"도시대기",부산,금정구,부곡동,25,26,28,19,23,21,19,19,13,12,15,21
"도시대기",부산,해운대구,좌동,28,28,31,21,27,23,19,21,15,15,19,21
"도시대기",부산,강서구,대저동,33,31,31,20,25*,22**,17,19,13,15,16,25
"도시대기",부산,강서구,녹산동,28,29,30,21,28*,24,22,25,18,18,23,29
"도시대기",부산,기장군,기장읍,18,21,24,13,20,16,14,15,10,9,12,15
"도시대기",부산,기장군,용수리,25,26,28,19,26,22,19,20,14,14,18,22
"도시대기",부산,수영구,광안동,29,29,31,22,28,24,21,24,17,15,18,23
"도시대기",부산,동래구,명장동,28,28,28,18,24,19,18,20,13,11,11,20
"도시대기",부산,동구,수정동,23,23,24,16,22,18,16,16,11,9,13,18
"도시대기",부산,서구,대신동,32,32,32,21,27,24,21,21,13,13,17,23
"도시대기",대구,중구,수창동,36,33,34,18,23,19,15,15,11,14,23,32
"도시대기",대구,서구,이현동,35,33,38,22,27,22,18,17,14,18,26,32
"도시대기",대구,남구,대명동,35,34,33,18,22,19,14,15,12,14,23,29
"도시대기",대구,북구,노원동,33,30,33,20,25,22,19,18,15,17,22,29
"도시대기",대구,북구,태전동,30,30,30,16,20,18,16,16,11,12,17,23
"도시대기",대구,동구,신암동,31,31,30,16,20,16,13,13,10,12,20,28
"도시대기",대구,동구,서호동,35,33,33,19,23,19,17,18,15,16,26,36
"도시대기",대구,수성구,만촌동,36,40*,34,18,25,21,17,16,12,15,21,29
"도시대기",대구,수성구,지산동,31,32,31,16,20,17,13,14,10,12,19,26
"도시대기",대구,수성구,시지동,34,33,31,17,22,18,14,15,11,13,23,31
"도시대기",대구,달서구,호림동,31,32,34,21,27,25,18,18,14,14,20,26
"도시대기",대구,달서구,진천동,31,29,29,16,19,17,15*,-,-,15,23,30
"도시대기",대구,달성군,다사읍,-,41*,36,21,25,21,19,21,16,15,18,25
"도시대기",대구,달성군,현풍면,31,33,32,21,27,25,19,16,13,13,19,19**
"도시대기",인천,중구,신흥,35,34,50,29,34,19,18,16,14,16,20,24
"도시대기",인천,중구,운서,29,29,35,17,23,17,20,20,15,16,16,21
"도시대기",인천,동구,송림,36,36,44,22,29,20,19,21,17,18,21,27
"도시대기",인천,남동구,구월동,31,30,38,17,23,15,15,14,11,13,16,21
"도시대기",인천,남동구,고잔,-,63**,46,21,28,18,16,14,11,14,16,20
"도시대기",인천,남동구,논현,35,34,41,21,27,19,22,22,16,17,17,24
"도시대기",인천,부평구,부평,31,31,38,17,23,15,17,16,12,13,17,28
"도시대기",인천,부평구,삼산,-,-,-,-,-,-,-,-,13,15,18,24
"도시대기",인천,서구,연희,28,26,33,16,23,15,18,17,12,13,17,25
